order_id,customer_id,order_date,channel,status,total_amount
10176,140,2024-10-01 01:00:20,Mobile,Completed,753.97
10177,111,2024-01-24 17:35:30,Web,Cancelled,853.33
10178,109,2024-07-24 03:35:07,Mobile,Completed,145.14
10179,176,2024-03-25 12:38:19,Mobile,Completed,699.89
10180,275,2024-11-26 02:40:36,Web,Completed,1348.4
10181,315,2024-06-28 19:03:39,Web,Completed,567.4
10182,302,2024-05-30 22:48:08,Mobile,Completed,55.64
10183,231,2024-12-09 21:18:36,Mobile,Cancelled,363.93
10184,315,2024-06-16 02:44:03,Web,Refunded,1057.97
10185,24,2024-09-23 00:44:38,Web,Completed,595.22
10186,61,2024-06-08 05:32:54,Mobile,Completed,557.87
10187,113,2024-07-24 20:23:51,Web,Completed,952.46
10188,71,2024-06-30 13:52:37,Web,Completed,147.24
10189,259,2024-07-09 05:52:44,Web,Completed,133.9
10190,166,2024-06-08 05:06:21,Marketplace,Completed,342.99
10191,78,2024-09-10 02:20:11,Mobile,Cancelled,28.59
10192,347,2024-06-22 11:01:01,Web,Cancelled,558.14
10193,94,2024-08-16 15:50:53,Mobile,Completed,462.88
10194,223,2024-09-21 20:50:07,Mobile,Completed,390.21
10195,213,2024-05-02 18:05:14,Web,Completed,962.94
10196,224,2024-03-03 01:27:26,Web,Completed,1156.89
10197,305,2024-02-03 20:18:55,Web,Completed,384.55
10198,117,2024-08-06 11:26:08,Web,Completed,310.89
10199,160,2024-03-14 08:04:36,Web,Completed,410.08
10200,355,2024-05-10 16:24:22,Web,Completed,505.31
10201,184,2024-10-12 16:31:31,Marketplace,Completed,1133.9
10202,66,2024-06-17 11:06:53,Mobile,Cancelled,20.55
10203,20,2024-08-19 13:48:38,Web,Completed,747.24
10204,201,2024-02-24 01:52:57,Marketplace,Completed,801.76
10205,57,2024-10-17 23:16:32,Mobile,Completed,1134.78
10206,242,2024-08-04 20:50:26,Marketplace,Cancelled,174.7
10207,178,2024-01-17 05:44:27,Mobile,Completed,119.82
10208,290,2024-06-20 11:18:31,Mobile,Completed,6261.39
10209,23,2024-11-24 19:10:50,Mobile,Completed,428.17
10210,292,2024-06-21 10:36:28,Mobile,Completed,257.63
10211,304,2024-05-19 12:31:27,Mobile,Cancelled,210.15
10212,139,2024-01-11 05:47:03,Marketplace,Completed,337.14
10213,214,2024-12-04 01:13:36,Web,Completed,454.45
10214,98,2024-03-23 02:19:11,Web,Completed,1139.8
10215,202,2024-08-04 23:59:05,Web,Completed,1361.39
10216,351,2024-06-04 17:34:48,Marketplace,Completed,1078.78
10217,15,2024-07-18 18:27:37,Marketplace,Completed,183.78
10218,198,2024-02-14 01:46:28,Web,Completed,340.15
10219,226,2024-10-25 14:21:23,Web,Completed,792.52
10220,101,2024-02-29 02:37:02,Web,Cancelled,1290.41
10221,61,2024-08-16 06:46:42,Marketplace,Completed,851.12
10222,50,,Mobile,Completed,1063.91
10223,39,2024-09-03 05:14:56,Marketplace,Cancelled,502.24
10224,288,2024-02-04 08:33:46,Mobile,Cancelled,122.32
10225,194,2024-02-27 12:35:19,Web,Completed,822.01
10226,304,2024-11-25 10:34:27,Mobile,Cancelled,915.22
10227,159,2024-08-08 15:02:36,Marketplace,Completed,181.74
10228,204,2024-10-23 14:01:13,Mobile,Completed,316.26
10229,338,2024-05-10 02:56:06,Web,Completed,128.93
10230,138,2024-10-05 11:21:42,Web,Completed,599.93
10231,181,2024-01-28 14:08:54,Marketplace,Refunded,172.64
10232,237,2024-09-18 18:06:33,Web,Cancelled,531.88
10233,231,2024-02-18 14:45:11,Mobile,Completed,469.41
10234,351,2024-08-22 22:31:24,Web,Completed,730.34
10235,295,2024-06-24 03:02:27,Mobile,Cancelled,10
10236,208,2024-08-18 14:42:54,Web,Completed,969.41
10237,201,2024-04-05 19:32:29,Web,Completed,126.86
10238,282,2024-02-08 08:00:33,Web,Completed,91.02
10239,271,2024-10-06 08:13:42,Web,Completed,426.43
10240,316,2024-06-17 06:44:25,Web,Completed,425.82
10241,357,2024-02-14 16:12:38,Marketplace,Completed,353.08
10242,271,2024-06-01 22:12:19,Marketplace,Refunded,592.66
10243,57,2024-01-06 01:03:13,Web,Completed,1036.75
10244,175,2024-11-16 20:49:32,Mobile,Completed,494.88
10245,20,2024-12-29 21:32:30,Web,Completed,763.48
10246,64,2024-05-26 08:11:26,Mobile,Completed,829.52
10247,70,2024-04-24 05:38:04,Web,Completed,341.22
10248,250,2024-08-17 14:09:50,Mobile,Cancelled,821.45
10249,133,2024-07-05 01:45:32,Web,Completed,706.88
10250,298,2024-10-03 07:23:33,Web,Completed,188.94
10251,224,2024-03-17 16:00:46,Web,Completed,343.17
10252,345,2024-05-18 13:48:58,Web,Refunded,1044.34
10253,10,2024-03-17 05:04:37,Web,Completed,982.19
10254,55,2024-12-12 09:11:37,Web,Completed,488.33
10255,293,2024-05-26 20:10:42,Web,Completed,35.84
10256,41,2024-08-22 04:33:22,Web,Completed,487.88
10257,102,2024-10-15 06:38:23,Mobile,Completed,1191.62
10258,228,,Mobile,Completed,107.67
10259,153,2024-01-15 05:39:39,Marketplace,Completed,404.5
10260,297,2024-12-26 16:46:57,Mobile,Completed,302.63
10261,43,2024-11-01 14:46:56,Web,Cancelled,468.24
10262,28,2024-04-21 22:47:28,Mobile,Completed,219.93
10263,317,2024-12-27 10:44:32,Web,Completed,501.64
10264,220,2024-11-21 06:47:46,Web,Completed,408.3
10265,53,2024-07-23 02:15:39,Web,Completed,409.39
10266,96,2024-06-07 01:10:49,Web,Completed,1575.18
10267,66,2024-05-11 09:41:55,Web,Completed,415.4
10268,358,2024-04-03 10:20:49,Web,Completed,438.7
10269,112,2024-03-26 09:16:39,Web,Completed,1062.28
10270,130,2024-02-14 18:14:07,Web,Completed,713.68
10271,358,2024-03-07 18:39:02,Web,Cancelled,598.07
10272,30,2024-12-23 15:00:03,Web,Completed,1666.39
10273,305,2024-04-28 00:25:15,Marketplace,Completed,609.45
10274,281,2024-03-18 22:02:00,Mobile,Completed,931.35
10275,38,2024-11-06 20:31:00,Web,Completed,-118.97
10276,108,2024-08-05 06:18:23,Mobile,Completed,747.41
10277,322,2024-01-02 04:31:10,Mobile,Completed,1032.45
10278,151,2024-04-01 20:51:07,Web,Completed,1039.38
10279,265,2024-10-13 21:10:21,Web,Refunded,1326.02
10280,47,2024-04-10 09:12:25,Web,Completed,268.17
10281,279,2024-08-31 14:41:54,Web,Cancelled,3023.34
10282,119,2024-07-30 17:52:53,Mobile,Completed,1124.01
10283,89,2024-01-07 22:34:49,Web,Completed,774.9
10284,48,2024-02-16 13:42:49,Web,Refunded,2047
10285,282,2024-01-26 09:14:20,Web,Completed,243.25
10286,93,2024-10-27 05:19:06,Mobile,Cancelled,686.96
10287,214,2024-09-25 07:08:42,Web,Completed,2337.61
10288,208,2024-02-17 03:17:05,Web,Completed,480.16
10289,136,2024-09-02 16:58:41,Mobile,Completed,495.57
10290,108,2024-02-27 18:30:32,Mobile,Completed,539.27
10291,6,2024-04-24 10:11:45,Mobile,Completed,581.05
10292,239,2024-09-07 16:13:14,Web,Completed,1995.76
10293,178,2024-11-10 08:54:03,Web,Cancelled,681.9
10294,323,2024-04-18 12:37:50,Web,Completed,1095.23
10295,73,2024-03-17 16:58:33,Web,Completed,400.74
10296,207,2024-01-08 17:23:58,Web,Completed,573.34
10297,16,2024-06-04 19:43:17,Web,Refunded,733.05
10298,11,2024-07-26 00:42:26,Marketplace,Completed,69.55
10299,165,2024-02-11 23:26:17,Marketplace,Completed,194.38
10300,344,2024-08-30 02:37:13,Web,Completed,2018.05
10301,240,2024-08-23 16:16:58,Mobile,Completed,435.25
10302,71,2024-02-27 13:55:25,Web,Completed,224.7
10303,316,2024-02-01 18:19:33,Web,Completed,691.88
10304,124,2024-03-12 17:38:46,Marketplace,Cancelled,804.3
10305,133,2024-03-06 12:15:43,Marketplace,Completed,33.21
10306,189,2024-03-06 16:36:44,Web,Completed,124.3
10307,321,2024-10-06 17:13:42,Mobile,Cancelled,1163.62
10308,222,2024-03-23 09:50:32,Web,Completed,127.58
10309,131,2024-07-01 14:05:27,Mobile,Completed,237.52
10310,123,2024-10-09 17:40:07,Web,Completed,256.61
10311,56,2024-08-29 13:57:37,Web,Completed,105.26
10312,158,2024-06-02 08:39:52,Web,Completed,1110.68
10313,350,2024-09-24 21:25:47,Mobile,Completed,520.26
10314,225,2024-01-08 03:10:19,Mobile,Completed,755.11
10315,142,2024-08-09 09:23:09,Marketplace,Completed,670.22
10316,164,2024-05-07 08:45:12,Web,Cancelled,1646.41
10317,69,2024-03-13 04:22:34,Mobile,Completed,32.04
10318,102,2024-03-06 01:12:11,Marketplace,Completed,774.88
10319,208,2024-09-11 22:48:51,Mobile,Completed,279.23
10320,148,2024-12-17 08:37:08,Web,Completed,482.64
10321,9,2024-02-12 07:36:56,Web,Cancelled,57.98
10322,138,2024-04-20 12:58:33,Web,Completed,663.59
10323,191,2024-04-08 11:33:21,Web,Completed,636.93
10324,105,2024-06-28 00:47:04,Mobile,Completed,222.74
10325,182,2024-06-12 13:40:50,Web,Cancelled,874.13
10326,216,2024-09-03 04:57:25,Web,Completed,595.72
10327,104,2024-02-11 18:30:11,Web,Cancelled,293.9
10328,184,2024-07-03 08:43:38,Mobile,Completed,839.43
10329,116,2024-02-08 16:28:41,Web,Cancelled,816.03
10330,148,2024-10-20 01:01:51,Mobile,Completed,256.65
10331,184,2024-08-26 01:53:06,Mobile,Cancelled,917.78
10332,254,2024-11-17 13:33:09,Web,Refunded,157.42
10333,26,2024-09-27 19:32:51,Mobile,Completed,258.97
10334,291,2024-09-06 22:48:02,Web,Completed,1274.79
10335,271,2024-05-15 07:15:06,Web,Refunded,1223.6
10336,233,2024-11-04 01:44:56,Mobile,Completed,512.2
10337,69,2024-05-22 07:07:28,Web,Completed,795.18
10338,123,2024-03-30 06:45:01,Web,Refunded,2180.99
10339,266,2024-03-16 18:35:05,Mobile,Completed,588.34
10340,336,2024-07-06 14:21:12,Marketplace,Completed,365.16
10341,351,2024-07-09 09:27:34,Mobile,Completed,673.38
10342,38,2024-04-02 05:28:03,Mobile,Completed,505.07
10343,245,2024-07-30 20:01:41,Marketplace,Completed,851.16
10344,289,2024-03-16 06:35:37,Web,Completed,120.93
10345,268,2024-12-06 18:23:34,Marketplace,Completed,670.77
10346,151,2024-01-12 22:04:51,Web,Cancelled,250.47
10347,256,2024-01-15 19:28:52,Marketplace,Completed,685.68
10348,143,2024-04-29 18:33:57,Mobile,Completed,534.68
10349,50,2024-11-27 16:25:51,Web,Completed,164.73
10350,302,2024-03-18 01:41:30,Mobile,Completed,216.96
10351,52,2024-12-27 14:04:24,Marketplace,Completed,342.28
10352,235,2024-05-02 15:24:14,Web,Completed,481.22
10353,136,2024-05-06 09:26:52,Mobile,Completed,222.88
10354,349,2024-02-08 15:32:33,Web,Completed,640.49
10355,129,2024-09-21 22:04:39,Mobile,Completed,953.52
10356,315,2024-11-12 12:22:25,Web,Completed,169.56
10357,107,2024-10-28 01:38:20,Mobile,Completed,724.01
10358,42,2024-02-23 23:32:33,Web,Refunded,266.68
10359,140,2024-08-25 15:52:06,Web,Completed,228.55
10360,181,2024-06-13 00:15:52,Marketplace,Completed,963.33
10361,358,2024-04-15 10:48:15,Web,Completed,2111.86
10362,275,2024-10-06 05:27:53,Marketplace,Completed,155.96
10363,150,2024-08-15 08:39:42,Web,Completed,255.3
10364,30,2024-11-11 00:19:18,Web,Completed,880.52
10365,135,2024-11-16 01:43:15,Marketplace,Completed,303.19
10366,195,2024-11-08 14:47:51,Web,Cancelled,34.97
10367,168,2024-02-09 01:44:09,Mobile,Completed,266.8
10368,356,2024-08-14 01:54:11,Marketplace,Completed,195.63
10369,105,2024-06-24 04:33:57,Marketplace,Completed,436.54
10370,86,2024-03-04 23:36:05,Mobile,Cancelled,933.06
10371,104,2024-01-09 06:22:25,Web,Completed,930.06
10372,42,2024-03-15 09:10:51,Web,Cancelled,74.98
10373,45,2024-11-04 09:51:04,Web,Completed,593.28
10374,104,2024-09-06 22:09:24,Web,Completed,974.39
10375,79,2024-10-11 03:34:23,Web,Completed,621.78
10376,124,2024-11-24 13:01:12,Web,Completed,593.64
10377,270,2024-01-17 19:15:20,Web,Completed,754.17
10378,103,2024-05-28 13:22:52,Mobile,Completed,897.26
10379,288,2024-09-29 05:18:25,Web,Completed,406.03
10380,155,2024-09-25 16:17:56,Mobile,Completed,79.08
10381,53,2024-09-09 10:02:23,Web,Completed,474.03
10382,299,2024-02-21 00:32:24,Mobile,Completed,585.14
10383,85,2024-02-16 01:57:39,Mobile,Completed,530.46
10384,186,2024-06-05 14:31:32,Web,Completed,112.84
10385,2,2024-07-10 16:28:31,Mobile,Cancelled,893.28
10386,211,2024-04-26 01:21:50,Mobile,Completed,871.98
10387,257,2024-09-08 14:47:30,Marketplace,Completed,485.2
10388,40,2024-03-22 02:36:35,Mobile,Completed,617.91
10389,159,2024-05-02 10:51:10,Marketplace,Completed,601.24
10390,24,2024-02-06 21:36:02,Marketplace,Completed,606.18
10391,231,2024-07-02 22:08:56,Mobile,Completed,10
10392,341,2024-09-27 18:39:37,Web,Completed,368.7
10393,245,2024-12-22 05:09:59,Web,Cancelled,708.12
10394,125,2024-03-28 19:32:47,Web,Completed,995.08
10395,248,2024-08-20 00:34:22,Mobile,Cancelled,925.41
10396,340,2024-01-19 11:40:35,Mobile,Completed,432.32
10397,194,2024-07-02 05:27:41,Mobile,Completed,94.78
10398,121,2024-11-18 23:27:44,Web,Completed,66.39
10399,55,2024-01-25 02:08:15,Web,Completed,1155.48
10400,229,2024-05-19 09:15:48,Mobile,Completed,138.1
10401,343,2024-02-14 05:27:42,Mobile,Completed,399.63
10402,237,2024-07-12 18:44:47,Web,Completed,417.45
10403,328,2024-11-06 12:44:44,Web,Completed,1377.49
10404,33,2024-06-19 19:00:26,Web,Completed,516.88
10405,43,2024-09-28 01:09:48,Web,Refunded,360.21
10406,26,2024-04-21 02:26:43,Web,Completed,479.2
10407,325,2024-10-31 19:25:51,Web,Completed,166.62
10408,159,2024-03-27 06:19:24,Web,Completed,459.7
10409,228,2024-07-30 00:01:45,Web,Completed,67
10410,46,2024-05-10 01:02:00,Web,Completed,804.71
10411,12,2024-07-29 05:50:33,Web,Completed,224.68
10412,106,2024-04-08 19:51:28,Web,Completed,331.95
10413,291,2024-07-12 15:51:30,Mobile,Completed,910.59
10414,71,2024-04-08 10:08:42,Mobile,Completed,25
10415,297,2024-09-25 07:18:55,Mobile,Completed,562.96
10416,113,2024-03-24 01:00:19,Web,Completed,653.46
10417,262,2024-04-30 12:38:39,Web,Completed,536
10418,164,2024-01-06 13:19:14,Web,Completed,621.26
10419,115,2024-06-30 07:08:40,Web,Completed,1414.11
10420,112,2024-01-01 18:59:23,Marketplace,Completed,438.47
10421,106,2024-06-20 11:09:57,Mobile,Completed,734.55
10422,121,2024-11-09 03:12:09,Mobile,Completed,198.42
10423,182,2024-08-29 11:56:32,Mobile,Completed,341.61
10424,174,2024-07-10 05:07:53,Mobile,Cancelled,517.3
10425,239,2024-03-19 22:00:22,Mobile,Completed,96.08
10426,245,2024-11-13 22:13:33,Web,Completed,7353.55
10427,138,2024-01-10 03:39:02,Mobile,Completed,339.47
10428,16,2024-03-11 17:54:08,Mobile,Completed,256.44
10429,193,2024-02-02 07:47:20,Web,Completed,692.23
10430,358,2024-05-09 15:31:52,Web,Completed,621.51
10431,328,2024-03-06 10:09:43,Web,Completed,864.99
10432,155,2024-02-25 14:03:03,Web,Completed,180.67
10433,332,2024-11-08 21:27:49,Marketplace,Completed,339.27
10434,331,2024-07-17 01:33:11,Mobile,Completed,286.81
10435,132,2024-09-18 15:29:31,Web,Completed,665.46
10436,3,2024-07-11 09:43:43,Web,Completed,311.36
10437,201,2024-09-30 17:44:45,Web,Completed,503.28
10438,21,2024-10-03 09:01:19,Web,Completed,678.11
10439,272,2024-06-11 03:26:42,Web,Completed,16.02
10440,36,2024-11-03 18:13:05,Mobile,Completed,1122.67
10441,61,2024-02-07 12:16:31,Web,Completed,424.77
10442,327,2024-12-09 03:01:24,Mobile,Completed,369.75
10443,204,2024-06-18 19:47:35,Web,Completed,1691.72
10444,148,2024-02-26 19:10:28,Marketplace,Completed,1127.76
10445,47,2024-11-10 23:45:53,Mobile,Completed,118.52
10446,304,2024-09-01 05:44:35,Web,Completed,373.65
10447,179,2024-07-04 20:11:50,Mobile,Completed,1123.14
10448,249,,Web,Completed,975.74
10449,17,2024-08-18 14:53:29,Web,Completed,1264.26
10450,32,2024-10-20 03:14:45,Web,Cancelled,82.4
10451,249,2024-05-16 13:56:03,Web,Cancelled,217.08
10452,130,2024-02-25 00:40:47,Web,Cancelled,446.28
10453,277,2024-02-24 18:45:34,Web,Completed,539.57
10454,119,2024-10-16 12:23:31,Web,Cancelled,47.7
10455,99,2024-08-16 17:15:59,Marketplace,Completed,-17.63
10456,163,2024-04-01 22:26:24,Web,Completed,1078.69
10457,40,2024-06-26 00:24:12,Web,Completed,1155.56
10458,270,2024-03-02 04:47:41,Web,Cancelled,379.81
10459,223,2024-05-06 03:41:08,Web,Completed,652.82
