order_id,product_id,quantity
10246,99,3
10246,61,3
10246,88,5
10247,211,4
10247,186,1
10248,143,3
10248,70,1
10248,63,3
10248,207,5
10248,137,1
10249,186,4
10249,150,4
10250,103,3
10250,174,3
10251,113,3
10252,117,5
10252,189,1
10252,197,5
10252,7,3
10252,78,5
10253,118,2
10253,3,5
10253,183,3
10253,8,3
10254,159,3
10254,80,4
10255,12,4
10256,54,4
10256,165,2
10256,100,1
10257,191,1
10257,87,1
10257,120,4
10257,153,5
10257,17,2
10258,27,1
10259,109,2
10259,15,4
10260,123,1
10260,83,3
10260,188,3
10260,10,1
10261,105,4
10261,77,1
10261,77,1
10261,13,5
10261,183,4
10262,116,1
10262,169,3
10262,193,5
10263,76,3
10263,57,2
10263,86,3
10263,217,5
10264,151,1
10264,161,1
10264,106,2
10264,116,4
10264,83,2
10265,80,1
10265,192,5
10266,47,4
10266,177,4
10266,64,5
10267,82,3
10267,11,5
10267,141,2
10267,182,4
10268,197,5
10268,205,2
10268,215,2
10269,135,1
10269,190,1
10269,88,5
10269,130,2
10269,24,4
10270,82,5
10270,151,4
10270,71,2
10270,32,1
10271,146,5
10271,98,4
10271,219,1
10271,154,3
10271,125,2
10272,26,1
10272,201,5
10272,89,3
10272,148,4
10272,32,5
10273,128,2
10273,42,5
10273,187,3
10274,200,3
10274,187,5
10274,206,3
10275,160,1
10275,154,3
10276,123,4
10276,48,3
10277,181,2
10277,59,3
10278,52,4
10278,166,1
10278,190,3
10278,14,4
10278,81,3
10279,41,5
10279,121,5
10279,148,4
10279,63,4
10279,90,4
10280,102,3
10281,42,5
10281,148,2
10281,212,2
10281,121,4
10282,201,2
10282,140,1
10282,21,3
10282,218,5
10282,6,3
10283,171,2
10283,88,5
10283,137,3
10283,215,3
10284,82,4
10284,128,5
10284,118,5
10284,185,5
10284,131,1
10285,194,4
10285,188,1
10286,46,3
10286,2,2
10286,93,2
10286,165,1
10286,17,2
10287,190,3
10287,149,5
10287,14,2
10287,58,4
10287,44,5
10288,65,2
10288,25,4
10289,92,1
10289,167,1
10289,177,4
10289,155,1
10290,205,2
10290,41,3
10290,214,3
10290,13,3
10291,88,1
10291,63,5
10291,66,2
10292,212,1
10292,218,1
10292,98,5
10292,32,4
10292,46,4
10293,63,1
10293,56,4
10293,77,1
10293,166,5
10293,138,4
10294,21,2
10294,66,1
10294,103,5
10294,7,5
10294,107,5
10295,124,4
10295,174,2
10295,86,1
10295,144,4
10296,126,2
10296,215,2
10296,138,3
10296,152,5
10296,166,2
10297,156,3
10297,70,3
10297,148,5
10298,156,5
10299,40,2
10300,149,5
10300,78,3
10300,211,4
10300,100,1
10300,119,1
10301,104,5
10302,54,3
10303,209,3
10303,151,4
10303,17,4
10304,142,2
10304,64,5
10305,171,1
10305,154,3
10305,127,5
10306,137,2
10307,220,1
10307,190,5
10307,3,5
10307,7,1
10307,162,2
10308,201,1
10309,171,3
10309,170,5
10309,10,5
10309,138,3
10309,49,4
10310,21,3
10310,105,2
10310,160,4
10311,130,2
10312,189,2
10312,75,4
10312,164,5
10312,111,5
10313,24,1
10313,75,1
10313,69,4
10314,55,4
10314,197,4
10314,112,2
10314,176,1
10314,53,3
10315,187,4
10315,138,5
10316,161,4
10316,189,3
10316,64,4
10316,82,5
10316,88,4
10317,82,4
10318,25,1
10318,188,2
10318,185,2
10318,133,4
10319,83,1
10319,147,2
10320,178,2
10320,120,4
10320,217,4
10321,103,1
10322,177,1
10322,197,3
10322,90,4
10323,79,2
10323,158,3
10323,199,1
10323,116,5
10323,187,1
10324,12,5
10324,140,3
10324,88,1
10324,129,3
10325,102,5
10325,136,4
10325,134,5
10326,145,2
10326,12,4
10326,128,4
10327,42,5
10327,172,1
10327,70,2
10328,117,3
10328,217,3
10328,69,2
10328,80,4
10328,28,2
10329,39,3
10329,85,2
10329,25,3
10330,6,5
10331,118,5
10331,174,4
10331,176,5
10331,102,2
10332,161,2
10333,152,4
10333,141,4
10333,161,3
10334,42,2
10334,62,2
10334,207,4
10334,149,2
10334,183,5
10335,25,5
10335,166,5
10335,197,2
10335,62,3
10335,99,5
10336,25,5
10337,161,2
10337,81,5
10337,66,2
10337,203,1
10337,129,2
10338,130,4
10338,151,4
10338,56,1
10338,200,4
10338,149,5
10339,197,2
10339,95,4
10339,106,3
10340,117,2
10340,70,4
10341,218,3
10341,38,4
10341,183,2
10342,118,3
10342,138,1
10342,171,2
10343,158,2
10343,23,3
10343,190,4
10344,140,4
10344,67,1
10345,94,1
10345,75,4
10345,111,2
10345,83,4
10345,61,4
10346,148,3
10347,30,3
10347,119,4
10347,173,2
10347,12,5
10348,192,2
10348,202,2
10348,6,4
10349,176,4
10349,138,1
10349,34,1
10350,199,4
10351,78,4
10351,213,1
10351,110,2
10352,210,1
10352,103,2
10352,103,-2
10352,177,5
10353,61,2
10353,167,3
10353,96,5
10354,57,3
10354,80,4
10354,216,3
10355,91,5
10355,86,2
10355,76,3
10355,118,3
10356,186,2
10357,139,3
10357,182,2
10357,104,4
10357,91,3
10358,210,4
10358,33,2
10358,156,2
10359,155,3
10359,195,4
10359,117,4
10359,163,4
10360,125,3
10360,217,3
10360,87,4
10360,32,1
10360,158,2
10361,179,5
10361,202,4
10361,183,4
10361,28,5
10361,59,2
10362,73,4
10363,124,3
10364,47,2
10364,132,2
10364,148,4
10364,211,2
10364,208,2
10365,180,1
10365,26,2
10365,183,1
10366,183,1
10367,213,5
10367,174,2
10367,51,2
10368,39,1
10368,178,1
10369,55,1
10369,119,4
10369,213,3
10369,188,1
10370,107,1
10370,40,1
10370,90,2
10370,44,4
10370,27,4
10371,121,2
10371,93,2
10371,77,5
10371,28,3
10372,163,2
10373,57,2
10373,167,2
10373,204,4
10374,165,5
10374,73,1
10374,93,3
10374,69,1
10374,104,3
10375,62,4
10375,22,3
10375,111,3
10375,42,5
10376,220,4
10376,72,4
10377,190,4
10377,40,3
10378,14,4
10378,196,1
10378,63,4
10378,8,2
10379,120,4
10379,70,1
10379,116,2
10379,92,1
10379,140,2
10380,216,4
10381,114,3
10381,193,3
10382,198,1
10382,135,1
10382,183,3
10382,112,4
10382,65,5
10383,54,5
10383,73,4
10384,91,2
10385,27,4
10385,190,4
10386,178,5
10386,52,4
10386,72,3
10386,5,1
10387,147,1
10387,31,5
10388,156,1
10388,209,5
10388,207,1
10388,60,3
10389,160,1
10389,56,2
10389,111,3
10389,73,5
10389,151,2
10390,14,5
10390,107,2
10391,121,2
10392,45,5
10392,21,5
10393,145,4
10393,203,4
10393,150,2
10393,105,5
10394,185,4
10394,17,3
10394,35,4
10395,139,2
10395,68,4
10395,167,2
10395,173,5
10396,164,3
10396,177,2
10397,34,2
10398,109,1
10399,48,2
10399,46,2
10399,177,3
10399,180,5
10399,81,5
10400,99,2
10401,155,3
10401,69,4
10402,148,5
10403,50,5
10403,47,5
10403,135,2
10403,167,3
10404,61,1
10404,24,4
10404,134,1
10405,163,4
10405,124,2
10405,82,5
10406,18,4
10406,140,4
10407,37,2
10408,150,5
10409,217,4
10410,173,5
10410,78,1
10410,150,4
10410,141,5
10411,91,2
10411,217,5
10411,188,1
10412,109,5
10413,164,5
10413,80,3
10413,7,2
10414,42,5
10415,153,4
10415,49,4
10415,23,2
10416,81,4
10416,156,1
10416,152,5
10416,156,3
10416,150,1
10417,171,2
10417,80,2
10417,151,4
10418,173,4
10418,165,2
10419,218,4
10419,118,5
10419,62,1
10419,57,5
10419,214,1
10420,31,3
10420,70,2
10420,12,2
10420,142,5
10421,131,4
10421,188,3
10421,216,1
10421,182,3
10421,14,1
10422,181,1
10422,141,2
10422,168,3
10422,74,1
10423,210,5
10423,122,3
10424,103,4
10424,219,2
10425,154,4
10425,196,2
10425,188,3
10425,107,5
10426,6,5
10426,216,2
10426,170,4
10426,212,5
10426,12,1
10427,178,3
10427,11,1
10428,211,4
10429,80,5
10429,82,3
10429,176,5
10430,55,5
10430,57,5
10430,27,2
10430,136,1
10431,123,3
10431,35,4
10431,67,5
10432,200,1
10432,11,4
10432,42,1
10433,80,3
10434,173,2
10434,200,1
10435,148,2
10435,43,4
10435,16,4
10436,75,4
10437,57,2
10437,71,4
10438,92,5
10438,163,4
10438,133,1
10438,171,1
10438,58,5
10439,82,2
10440,174,3
10440,208,4
10440,39,5
10440,149,2
10441,76,3
10441,33,2
10442,118,3
10443,175,1
10443,7,5
10443,188,5
10443,117,3
10443,59,3
10444,149,3
10444,44,1
10444,57,5
10444,96,1
10445,192,2
10446,67,5
10446,35,3
10447,209,2
10447,165,5
10447,169,4
10447,54,2
10447,71,3
10448,77,4
10448,151,4
10448,220,3
10448,210,1
10448,57,2
10449,124,4
10449,63,1
10449,23,5
10449,203,3
10449,22,4
10450,23,1
10451,81,3
10451,216,1
10452,118,3
10452,160,3
10453,163,2
10453,62,5
10453,3,2
10454,58,1
10454,142,4
10455,105,3
10455,197,-1
10455,139,5
10455,49,2
10456,24,3
10456,202,3
10456,94,3
10456,199,4
10456,57,1
10457,8,5
10457,158,2
10457,69,3
10457,183,4
10457,159,1
10458,38,3
10458,51,4
10459,28,3
10459,183,3
10459,48,5
10459,37,1
10460,127,4
10461,57,4
10461,76,2
10461,184,4
10461,150,1
10461,34,1
10462,113,1
10462,94,2
10463,149,5
10463,12,2
10463,8,2
10464,55,5
10464,54,1
10465,15,5
10465,113,1
10465,143,3
10466,87,2
10466,35,5
10466,163,1
10466,27,3
10467,197,2
10467,110,3
10467,106,3
10467,220,5
10468,10,2
10468,52,2
10468,6,4
10469,169,2
10469,105,3
10469,206,2
10469,135,2
10469,86,2
10470,63,1
10470,142,5
10471,141,2
10471,68,3
10471,55,1
10471,203,1
10472,65,1
10473,110,4
10474,56,4
10474,38,3
10474,123,3
10475,127,1
10475,191,3
10476,69,1
10476,76,2
10476,38,1
10477,215,4
10478,164,2
10478,22,4
10478,132,2
10478,185,3
10478,157,2
10479,140,4
10480,6,5
10481,142,4
10481,36,3
10481,57,4
10482,73,3
10482,83,1
10483,188,3
10483,113,1
10483,164,5
10483,57,5
10484,20,4
10484,29,4
10484,44,4
10485,162,1
10486,82,3
10486,152,1
10486,34,3
10487,57,1
10487,39,1
10487,164,4
10487,202,2
10488,126,5
10488,18,3
10488,22,4
10488,164,4
10488,106,2
10489,98,2
10489,90,1
10489,183,4
10489,200,3
10489,68,3
10490,171,4
10490,76,5
10490,115,4
10491,63,2
10492,120,4
10492,176,2
10492,140,3
10493,6,5
10493,84,3
10493,154,1
10493,206,1
10493,7,4
10494,190,4
10494,220,4
10494,12,3
10495,126,2
10495,114,4
10495,10,4
10496,49,2
10496,30,4
10496,41,5
10496,98,5
10497,141,2
10497,32,1
10497,118,4
10498,138,4
10499,156,4
10499,182,2
10499,38,4
10499,65,5
10500,85,5
10500,120,4
10500,113,2
10500,128,5
10500,184,1
10501,103,4
10502,113,4
10502,136,2
10502,91,1
10503,197,4
10503,180,3
10504,49,3
10505,95,2
10505,181,1
10505,123,2
10505,90,4
10506,153,1
10506,97,1
10506,153,3
10506,86,5
10506,4,2
10507,101,1
10507,58,1
10507,211,3
10508,72,4
10508,104,4
10508,35,1
10508,86,1
10509,159,2
10509,52,2
10509,177,2
10509,196,3
10509,9,4
10510,112,5
10510,114,3
10510,31,3
10510,32,3
10511,74,5
10511,84,5
10511,198,4
10512,17,5
10512,83,2
10512,195,5
10512,62,1
10512,125,5
10513,135,1
10514,57,5
10515,218,4
10515,50,5
10515,11,3
10516,95,0
10516,135,3
10516,95,1
10516,207,2
10516,53,5
10517,132,1
10517,113,4
10518,73,1
10519,157,5
10519,79,1
10519,202,5
10519,202,3
10520,79,1
10520,201,2
10520,101,2
10520,133,3
10521,146,4
10522,171,2
10522,207,5
10522,173,4
10523,163,1
10523,141,5
10524,110,2
10524,194,1
10524,115,1
10524,71,5
10524,145,4
10525,65,1
10525,167,1
10525,139,3
10526,126,5
10527,51,3
10527,132,5
10527,90,5
10527,137,2
10528,99,5
10528,57,3
10528,194,2
10528,77,3
10528,101,3
10529,61,1
10529,150,3
10529,158,2
10529,171,4
10529,85,4
10530,38,4
10530,143,2
10531,62,2
10531,168,1
10531,117,1
10531,160,5
10531,25,5
10532,93,4
10532,126,4
10532,199,5
10532,185,3
10533,118,4
10534,163,3
10534,212,2
10534,124,1
10534,144,5
10534,36,3
10535,48,5
10535,166,5
10536,51,5
10536,202,1
10536,15,4
10537,33,4
10537,182,5
10537,19,3
10538,1,2
10538,13,1
10539,39,1
10540,30,3
10541,21,3
10542,76,2
10542,37,1
10542,78,4
10542,43,1
10543,178,1
10543,35,2
10544,55,2
10544,155,1
10544,77,2
10544,104,4
10545,44,1
10545,35,5
10545,211,2
10545,201,3
10546,161,4
10547,153,4
10547,65,5
10548,105,5
10548,152,1
10548,163,4
10548,47,2
10549,137,1
10549,84,5
10549,206,5
10550,153,5
10551,153,5
10552,63,4
10552,204,1
10552,188,2
10552,19,5
10552,33,1
10553,181,1
10553,109,2
10553,119,1
10553,201,3
10553,36,5
10554,207,2
10554,90,4
10554,153,4
10554,191,1
10555,8,2
10556,188,5
10556,219,3
10556,51,5
10556,146,4
10556,29,4
10557,181,5
10557,180,5
10558,48,4
10558,99,5
10558,85,1
10559,26,2
10559,165,4
10559,102,5
10560,184,3
10560,185,2
10560,171,2
10560,71,3
10560,194,3
10561,99,1
10561,160,2
10561,171,2
10561,119,1
10561,166,3
10562,166,3
10562,105,2
10562,200,1
10562,47,5
10562,218,3
10563,119,5
10563,40,5
10564,24,5
10564,138,4
10564,105,4
10564,79,5
10564,171,4
10565,123,2
10565,98,4
10565,179,4
10566,125,4
10566,191,4
10566,112,3
10566,176,2
10567,39,5
10567,110,2
10567,191,2
10567,171,2
10568,68,5
10568,36,2
10569,152,3
10569,208,5
10569,170,5
10570,163,2
10570,207,2
10570,197,5
10570,213,2
10571,146,2
10571,165,4
10572,79,5
10573,102,0
10574,3,3
10575,140,1
10575,124,1
10575,166,1
10576,5,4
10576,13,5
10576,128,4
10576,11,3
10576,166,4
10577,24,4
10577,53,3
10577,128,4
10577,11,2
10578,89,3
10579,106,4
10580,195,1
10580,41,2
10580,164,2
10580,188,4
10581,138,5
10582,86,5
10582,38,4
10582,33,2
10582,215,5
10583,90,2
10584,9,3
10584,124,3
10584,101,5
10585,216,5
10585,123,4
10586,76,1
10587,101,5
10587,141,3
10588,58,2
10588,122,5
10588,209,2
10588,18,4
10589,68,1
10589,178,4
10590,201,1
10591,60,4
10591,182,4
10592,25,5
10592,49,5
10592,56,4
10593,81,1
10593,36,4
10593,32,2
10594,143,2
10595,199,1
10596,188,4
10597,199,5
10597,150,5
10598,165,2
10598,179,3
10598,139,5
10599,6,4
10599,81,4
10599,89,5
10599,168,1
10600,2,3
10600,28,5
10600,147,4
10600,99,4
10601,116,1
10601,104,3
10601,72,2
10601,29,2
10602,111,2
10602,72,1
10602,7,1
10602,156,5
10602,212,3
10603,86,1
10603,85,2
10603,74,2
10603,125,1
10604,109,4
10604,58,1
10604,16,4
10605,33,3
10606,147,2
10606,112,4
10606,212,5
10606,83,3
10607,181,2
10607,3,1
10607,28,5
10608,161,1
10608,204,5
10608,148,4
10608,2,3
10608,155,1
10609,110,1
10610,125,5
10610,115,4
10610,40,5
10610,120,3
10611,72,1
10611,135,5
10611,48,5
10612,94,3
10612,38,3
10612,166,5
10612,116,3
10613,204,5
10614,151,2
10615,207,2
10615,91,2
10616,113,5
10616,81,3
10616,197,4
10617,49,3
10617,102,3
10618,94,4
10618,68,3
10618,114,4
10618,195,3
10619,66,5
10620,78,2
10621,197,5
10621,114,2
10621,35,1
10622,186,5
10622,143,3
10622,150,1
10622,117,3
10622,118,1
10623,204,2
10623,100,3
10623,131,2
10623,204,3
10624,200,1
10624,73,4
10625,105,4
10625,108,3
10625,160,2
10625,31,3
10625,43,3
10626,119,5
10626,110,2
10627,166,1
10627,100,4
10627,83,3
10627,144,1
10628,85,1
10628,168,1
10628,39,5
10629,35,4
10629,9,1
10630,41,3
10630,112,2
10630,120,1
10630,188,1
10631,149,4
10631,166,3
10631,139,4
10631,151,1
10631,48,1
10632,161,2
10632,37,2
10632,82,5
10633,143,2
10633,183,3
10634,193,5
10634,83,2
10635,76,4
10635,106,1
10635,30,1
10635,125,3
10635,4,4
10636,177,2
10636,125,1
10637,72,5
10637,140,5
10638,80,5
10638,140,1
10639,45,3
10640,67,2
10640,102,1
10640,190,4
10640,57,2
10640,42,5
10641,140,5
10641,162,4
10641,193,2
10641,76,1
10642,100,5
10642,19,5
10643,188,2
10644,80,2
10644,148,1
10645,178,3
10645,93,4
10645,120,1
10646,180,1
10646,109,5
10646,88,4
10646,49,4
10647,145,2
10648,167,5
10648,51,5
10648,17,2
10648,90,4
10649,59,4
10649,27,5
10649,97,1
10649,220,4
10650,59,1
10650,147,2
10650,80,5
10650,157,3
10650,128,2
10651,71,5
10651,33,4
10651,55,5
10651,61,2
10651,16,1
10652,22,1
10652,138,5
10652,143,1
10653,29,3
10653,29,4
10653,85,5
10653,105,5
10653,83,3
10654,9,5
10654,96,1
10654,17,2
10654,144,3
10654,111,3
10655,28,3
10655,112,2
10655,40,1
10656,154,4
10657,16,3
10658,34,5
10659,79,5
10659,178,3
10659,98,5
10660,153,5
10660,134,5
10660,118,1
10660,113,1
10661,177,5
10662,159,3
10662,127,5
10662,95,1
10662,114,2
10662,57,1
10663,103,3
10663,208,4
10664,188,5
10664,102,5
10664,207,2
10664,155,4
