order_id,customer_id,date_id,channel_id,status_id,product_id,product_name,category_id,quantity,price,amount
10012,118,81,1,3,144,product 144,1,1,5.00,5.00
10013,50,330,1,3,205,product 205,5,4,32.71,130.84
10013,50,330,1,3,188,product 188,6,2,28.09,56.18
10014,76,53,1,3,55,product 55,5,4,35.32,141.28
10014,76,53,1,3,36,product 36,3,1,110.55,110.55
10014,76,53,1,3,63,product 63,3,3,56.73,170.19
10015,189,149,1,3,4,product 4,2,1,30.93,30.93
10015,189,149,1,3,142,product 142,6,5,5.00,25.00
10015,189,149,1,3,15,product 15,4,4,67.93,271.72
10015,189,149,1,3,92,product 92,1,2,53.00,106.00
10016,243,274,1,3,48,product 48,5,1,43.03,43.03
10016,243,274,1,3,100,product 100,5,3,28.26,84.78
10016,243,274,1,3,8,product 8,4,3,121.31,363.93
10016,243,274,1,3,218,product 218,7,1,110.92,110.92
10017,344,299,3,3,152,product 152,3,1,48.56,48.56
10017,344,299,3,3,98,product 98,5,1,5.00,5.00
10018,34,347,1,3,6,product 6,6,4,51.33,205.32
10019,132,7,1,3,86,product 86,4,3,30.34,91.02
10019,132,7,1,3,92,product 92,1,5,53.00,265.00
10019,132,7,1,3,76,product 76,6,2,80.33,160.66
10019,132,7,1,3,173,product 173,5,2,115.31,230.62
10020,309,246,1,3,101,product 101,1,4,66.55,266.20
10020,309,246,1,3,133,product 133,4,4,74.56,298.24
10021,340,334,1,3,7,product 7,4,5,81.21,406.05
10022,108,140,1,3,81,product 81,3,2,65.77,131.54
10022,108,140,1,3,128,product 128,5,1,106.78,106.78
10023,89,310,3,3,35,product 35,5,5,27.60,138.00
10023,89,310,3,3,143,product 143,5,1,12.84,12.84
10023,89,310,3,3,181,product 181,2,5,19.35,96.75
10024,341,188,2,2,8,product 8,4,2,121.31,242.62
10024,341,188,2,2,35,product 35,5,3,27.60,82.80
10024,341,188,2,2,37,product 37,3,1,83.31,83.31
10024,341,188,2,2,194,product 194,2,5,53.79,268.95
10025,137,142,3,1,206,product 206,3,3,48.21,144.63
10025,137,142,3,1,100,product 100,5,4,28.26,113.04
10025,137,142,3,1,153,product 153,3,2,119.82,239.64
10026,269,261,1,3,53,product 53,2,4,68.32,273.28
10027,123,315,3,3,141,product 141,6,1,.00,.00
10027,123,315,3,3,13,product 13,2,1,18.10,18.10
10027,123,315,3,3,204,product 204,5,4,102.31,409.24
10028,95,87,3,1,42,product 42,5,2,5.00,10.00
10028,95,87,3,1,171,product 171,2,1,50.09,50.09
10028,95,87,3,1,36,product 36,3,3,110.55,331.65
10028,95,87,3,1,195,product 195,2,2,5.00,10.00
10029,320,123,3,1,50,product 50,5,3,130.98,392.94
10029,320,123,3,1,146,product 146,6,4,74.28,297.12
10030,183,238,3,3,89,product 89,3,4,120.03,480.12
10030,183,238,3,3,177,product 177,2,3,93.49,280.47
10030,183,238,3,3,204,product 204,5,1,102.31,102.31
10030,183,238,3,3,123,product 123,4,4,154.58,618.32
10031,188,44,1,3,37,product 37,3,5,83.31,416.55
10031,188,44,1,3,25,product 25,4,4,102.44,409.76
10032,58,308,3,3,43,product 43,3,5,36.35,181.75
10032,58,308,3,3,149,product 149,3,5,289.68,1448.40
10032,58,308,3,3,100,product 100,5,2,28.26,56.52
10032,58,308,3,3,9,product 9,7,4,58.87,235.48
10032,58,308,3,3,21,product 21,3,4,48.19,192.76
10033,93,150,1,3,201,product 201,3,2,127.58,255.16
10033,93,150,1,3,154,product 154,5,1,.00,.00
10033,93,150,1,3,21,product 21,3,5,48.19,240.95
10033,93,150,1,3,80,product 80,4,1,113.09,113.09
10034,146,336,3,3,91,product 91,3,1,56.42,56.42
10034,146,336,3,3,8,product 8,4,4,121.31,485.24
10034,146,336,3,3,200,product 200,5,1,56.19,56.19
10034,146,336,3,3,172,product 172,5,1,86.32,86.32
10035,181,125,3,3,66,product 66,4,2,108.45,216.90
10035,181,125,3,3,17,product 17,5,2,82.88,165.76
10035,181,125,3,3,116,product 116,5,4,10.56,42.24
10036,10,57,1,3,48,product 48,5,3,43.03,129.09
10037,110,98,3,3,129,product 129,3,2,16.79,33.58
10037,110,98,3,3,63,product 63,3,2,56.73,113.46
10038,245,172,1,3,178,product 178,2,2,103.20,206.40
10039,207,315,1,3,211,product 211,5,2,64.11,128.22
10039,207,315,1,3,130,product 130,4,1,52.63,52.63
10039,207,315,1,3,204,product 204,5,4,102.31,409.24
10039,207,315,1,3,57,product 57,7,2,42.94,85.88
10039,207,315,1,3,24,product 24,1,4,101.38,405.52
10040,213,264,3,3,180,product 180,4,5,65.24,326.20
10040,213,264,3,3,42,product 42,5,2,5.00,10.00
10040,213,264,3,3,30,product 30,5,3,55.42,166.26
10040,213,264,3,3,181,product 181,2,3,19.35,58.05
10040,213,264,3,3,44,product 44,2,5,44.02,220.10
10041,317,69,3,3,33,product 33,1,1,91.89,91.89
10041,317,69,3,3,20,product 20,6,1,.00,.00
10041,317,69,3,3,162,product 162,6,5,80.20,401.00
10041,317,69,3,3,66,product 66,4,4,108.45,433.80
10041,317,69,3,3,128,product 128,5,4,106.78,427.12
10042,98,171,1,3,178,product 178,2,5,103.20,516.00
10042,98,171,1,3,139,product 139,7,5,14.23,71.15
10042,98,171,1,3,70,product 70,4,2,91.29,182.58
10042,98,171,1,3,52,product 52,3,1,16.85,16.85
10042,98,171,1,3,116,product 116,5,1,10.56,10.56
10043,18,223,3,3,197,product 197,4,4,63.22,252.88
10043,18,223,3,3,169,product 169,2,3,39.94,119.82
10043,18,223,3,3,201,product 201,3,4,127.58,510.32
10043,18,223,3,3,96,product 96,6,5,.00,.00
10043,18,223,3,3,153,product 153,3,1,119.82,119.82
10044,5,127,1,3,213,product 213,5,5,33.68,168.40
10044,5,127,1,3,65,product 65,4,5,35.20,176.00
10044,5,127,1,3,207,product 207,1,3,91.86,275.58
10044,5,127,1,3,115,product 115,3,3,69.02,207.06
10044,5,127,1,3,57,product 57,7,1,42.94,42.94
10045,322,215,1,3,41,product 41,4,5,71.94,359.70
10045,322,215,1,3,171,product 171,2,2,50.09,100.18
10045,322,215,1,3,27,product 27,5,2,107.67,215.34
10046,337,230,1,3,27,product 27,5,5,107.67,538.35
10046,337,230,1,3,120,product 120,4,3,52.31,156.93
10047,190,17,3,3,218,product 218,7,3,110.92,332.76
10047,190,17,3,3,122,product 122,3,1,90.92,90.92
10047,190,17,3,3,142,product 142,6,5,5.00,25.00
10048,45,279,1,3,125,product 125,4,2,104.23,208.46
10048,45,279,1,3,124,product 124,7,1,85.10,85.10
10048,45,279,1,3,155,product 155,3,5,19.53,97.65
10048,45,279,1,3,214,product 214,5,3,67.91,203.73
10048,45,279,1,3,169,product 169,2,1,39.94,39.94
10049,25,21,3,3,39,product 39,3,4,92.43,369.72
10049,25,21,3,3,23,product 23,3,1,82.40,82.40
10049,25,21,3,3,192,product 192,2,3,59.26,177.78
10049,25,21,3,3,37,product 37,3,3,83.31,249.93
10050,118,251,1,3,171,product 171,2,5,50.09,250.45
10050,118,251,1,3,117,product 117,1,5,.00,.00
10050,118,251,1,3,54,product 54,4,1,74.90,74.90
10050,118,251,1,3,195,product 195,2,1,5.00,5.00
10051,39,21,1,3,41,product 41,4,4,71.94,287.76
10051,39,21,1,3,52,product 52,3,5,16.85,84.25
10052,10,238,1,3,37,product 37,3,3,83.31,249.93
10052,10,238,1,3,136,product 136,2,1,14.87,14.87
10052,10,238,1,3,188,product 188,6,2,28.09,56.18
10052,10,238,1,3,193,product 193,5,5,17.91,89.55
10053,98,351,1,3,65,product 65,4,4,35.20,140.80
10053,98,351,1,3,136,product 136,2,4,14.87,59.48
10054,138,122,2,3,98,product 98,5,4,5.00,20.00
10054,138,122,2,3,161,product 161,1,4,78.71,314.84
10054,138,122,2,3,175,product 175,3,4,151.47,605.88
10054,138,122,2,3,202,product 202,6,4,105.42,421.68
10055,297,61,2,3,132,product 132,5,2,90.90,181.80
10055,297,61,2,3,95,product 95,1,3,41.42,124.26
10055,297,61,2,3,131,product 131,1,5,69.76,348.80
10055,297,61,2,3,35,product 35,5,3,27.60,82.80
10056,144,83,2,3,33,product 33,1,2,91.89,183.78
10056,144,83,2,3,99,product 99,6,3,69.05,207.15
10056,144,83,2,3,154,product 154,5,4,.00,.00
10057,257,300,1,3,85,product 85,5,3,115.71,347.13
10057,257,300,1,3,43,product 43,3,1,36.35,36.35
10057,257,300,1,3,192,product 192,2,2,59.26,118.52
10057,257,300,1,3,52,product 52,3,5,16.85,84.25
10058,191,138,3,3,152,product 152,3,4,48.56,194.24
10059,299,76,1,3,91,product 91,3,2,56.42,112.84
10059,299,76,1,3,12,product 12,4,2,8.96,17.92
10060,116,134,1,3,172,product 172,5,4,86.32,345.28
10061,349,337,3,3,140,product 140,1,2,15.69,31.38
10061,349,337,3,3,37,product 37,3,5,83.31,416.55
10061,349,337,3,3,18,product 18,1,1,104.11,104.11
10061,349,337,3,3,204,product 204,5,3,102.31,306.93
10061,349,337,3,3,147,product 147,4,1,130.25,130.25
10062,90,32,1,3,5,product 5,4,2,74.08,148.16
10063,42,159,1,3,172,product 172,5,5,86.32,431.60
10063,42,159,1,3,170,product 170,4,3,5.00,15.00
10064,282,151,2,3,175,product 175,3,4,151.47,605.88
10065,198,326,1,1,118,product 118,1,4,123.25,493.00
10066,100,29,3,2,31,product 31,4,4,70.99,283.96
10066,100,29,3,2,156,product 156,5,4,13.91,55.64
10066,100,29,3,2,71,product 71,3,5,104.35,521.75
10066,100,29,3,2,133,product 133,4,4,74.56,298.24
10066,100,29,3,2,206,product 206,3,5,48.21,241.05
10067,60,290,1,2,97,product 97,3,3,116.33,348.99
10067,60,290,1,2,81,product 81,3,3,65.77,197.31
10067,60,290,1,2,166,product 166,1,4,5.00,20.00
10067,60,290,1,2,139,product 139,7,4,14.23,56.92
10068,119,163,1,2,149,product 149,3,1,289.68,289.68
10068,119,163,1,2,212,product 212,4,5,1405.68,7028.40
10068,119,163,1,2,196,product 196,2,3,5.00,15.00
10068,119,163,1,2,64,product 64,5,1,158.86,158.86
10068,119,163,1,2,185,product 185,5,3,159.01,477.03
10069,228,77,1,3,152,product 152,3,2,48.56,97.12
10070,176,37,1,3,208,product 208,3,3,16.54,49.62
10070,176,37,1,3,34,product 34,2,3,47.39,142.17
10070,176,37,1,3,134,product 134,5,3,73.54,220.62
10071,42,79,1,3,46,product 46,2,3,66.95,200.85
10071,42,79,1,3,140,product 140,1,1,15.69,15.69
10071,42,79,1,3,157,product 157,3,5,71.75,358.75
10071,42,79,1,3,25,product 25,4,4,102.44,409.76
10071,42,79,1,3,216,product 216,3,5,19.77,98.85
10072,99,328,1,3,14,product 14,3,5,105.68,528.40
10073,184,68,1,3,105,product 105,7,3,5.00,15.00
10073,184,68,1,3,115,product 115,3,4,69.02,276.08
10073,184,68,1,3,206,product 206,3,5,48.21,241.05
10073,184,68,1,3,64,product 64,5,1,158.86,158.86
10073,184,68,1,3,9,product 9,7,5,58.87,294.35
10074,261,21,1,3,79,product 79,5,1,97.11,97.11
10074,261,21,1,3,192,product 192,2,4,59.26,237.04
10074,261,21,1,3,141,product 141,6,5,.00,.00
10074,261,21,1,3,204,product 204,5,1,102.31,102.31
10074,261,21,1,3,16,product 16,2,2,88.27,176.54
10075,207,347,1,3,204,product 204,5,1,102.31,102.31
10075,207,347,1,3,70,product 70,4,1,91.29,91.29
10075,207,347,1,3,116,product 116,5,1,10.56,10.56
10075,207,347,1,3,34,product 34,2,5,47.39,236.95
10076,31,61,2,3,49,product 49,5,1,.00,.00
10076,31,61,2,3,199,product 199,6,1,54.24,54.24
10076,31,61,2,3,104,product 104,4,4,87.05,348.20
10077,50,261,3,2,192,product 192,2,2,59.26,118.52
10077,50,261,3,2,181,product 181,2,3,19.35,58.05
10077,50,261,3,2,51,product 51,2,4,44.20,176.80
10078,116,364,3,3,79,product 79,5,1,97.11,97.11
10078,116,364,3,3,59,product 59,3,5,331.25,1656.25
10079,252,109,1,2,194,product 194,2,5,53.79,268.95
10079,252,109,1,2,76,product 76,6,4,80.33,321.32
10079,252,109,1,2,65,product 65,4,4,35.20,140.80
10079,252,109,1,2,141,product 141,6,1,.00,.00
10079,252,109,1,2,96,product 96,6,2,.00,.00
10080,151,1,3,3,136,product 136,2,3,14.87,44.61
10081,44,230,3,3,146,product 146,6,1,74.28,74.28
10081,44,230,3,3,48,product 48,5,2,43.03,86.06
10081,44,230,3,3,197,product 197,4,4,63.22,252.88
10081,44,230,3,3,211,product 211,5,1,64.11,64.11
10082,93,305,1,3,118,product 118,1,4,123.25,493.00
10083,211,24,1,2,111,product 111,3,3,33.54,100.62
10083,211,24,1,2,35,product 35,5,1,27.60,27.60
10083,211,24,1,2,86,product 86,4,2,30.34,60.68
10084,301,98,1,3,179,product 179,1,3,94.41,283.23
10084,301,98,1,3,55,product 55,5,5,35.32,176.60
10085,84,140,1,3,203,product 203,6,5,58.43,292.15
10085,84,140,1,3,32,product 32,2,5,46.59,232.95
10085,84,140,1,3,24,product 24,1,2,101.38,202.76
10086,127,219,1,3,129,product 129,3,3,16.79,50.37
10086,127,219,1,3,56,product 56,1,4,87.67,350.68
10086,127,219,1,3,171,product 171,2,2,50.09,100.18
10086,127,219,1,3,196,product 196,2,5,5.00,25.00
10087,83,94,2,3,58,product 58,6,3,27.70,83.10
10087,83,94,2,3,158,product 158,6,2,70.68,141.36
10087,83,94,2,3,73,product 73,2,1,38.99,38.99
10087,83,94,2,3,31,product 31,4,1,70.99,70.99
10088,151,122,1,2,6,product 6,6,2,51.33,102.66
10088,151,122,1,2,46,product 46,2,5,66.95,334.75
10088,151,122,1,2,137,product 137,4,2,62.15,124.30
10089,165,308,3,3,87,product 87,5,2,103.11,206.22
10089,165,308,3,3,207,product 207,1,2,91.86,183.72
10090,168,116,2,2,201,product 201,3,1,127.58,127.58
10090,168,116,2,2,218,product 218,7,2,110.92,221.84
10090,168,116,2,2,21,product 21,3,5,48.19,240.95
10091,56,11,3,2,92,product 92,1,4,53.00,212.00
10091,56,11,3,2,200,product 200,5,4,56.19,224.76
10091,56,11,3,2,122,product 122,3,2,90.92,181.84
10091,56,11,3,2,177,product 177,2,5,93.49,467.45
10091,56,11,3,2,162,product 162,6,5,80.20,401.00
10092,298,117,1,3,127,product 127,2,2,25.52,51.04
10092,298,117,1,3,7,product 7,4,5,81.21,406.05
10092,298,117,1,3,181,product 181,2,5,19.35,96.75
10092,298,117,1,3,126,product 126,2,4,78.97,315.88
10093,202,15,1,2,49,product 49,5,2,.00,.00
10093,202,15,1,2,157,product 157,3,3,71.75,215.25
10093,202,15,1,2,215,product 215,6,2,28.59,57.18
10093,202,15,1,2,32,product 32,2,1,46.59,46.59
10094,79,220,2,3,78,product 78,3,2,74.65,149.30
10094,79,220,2,3,3,product 3,3,2,53.37,106.74
10094,79,220,2,3,125,product 125,4,1,104.23,104.23
10094,79,220,2,3,147,product 147,4,3,130.25,390.75
10095,149,281,1,3,208,product 208,3,2,16.54,33.08
10095,149,281,1,3,167,product 167,1,4,49.08,196.32
10095,149,281,1,3,161,product 161,1,4,78.71,314.84
10096,297,140,1,3,86,product 86,4,2,30.34,60.68
10096,297,140,1,3,209,product 209,4,4,50.24,200.96
10096,297,140,1,3,121,product 121,3,1,5.00,5.00
10096,297,140,1,3,126,product 126,2,3,78.97,236.91
10097,262,70,3,3,200,product 200,5,5,56.19,280.95
10097,262,70,3,3,113,product 113,3,4,114.39,457.56
10097,262,70,3,3,22,product 22,2,4,69.96,279.84
10097,262,70,3,3,175,product 175,3,4,151.47,605.88
10098,340,45,2,2,84,product 84,4,3,9.68,29.04
10098,340,45,2,2,40,product 40,1,3,97.19,291.57
10098,340,45,2,2,65,product 65,4,2,35.20,70.40
10098,340,45,2,2,3,product 3,3,4,53.37,213.48
10098,340,45,2,2,50,product 50,5,2,130.98,261.96
10099,202,339,3,3,57,product 57,7,3,42.94,128.82
10099,202,339,3,3,220,product 220,5,3,76.91,230.73
10099,202,339,3,3,25,product 25,4,2,102.44,204.88
10099,202,339,3,3,161,product 161,1,4,78.71,314.84
10099,202,339,3,3,143,product 143,5,3,12.84,38.52
10100,96,26,3,3,63,product 63,3,2,56.73,113.46
10100,96,26,3,3,24,product 24,1,3,101.38,304.14
10100,96,26,3,3,192,product 192,2,3,59.26,177.78
10100,96,26,3,3,125,product 125,4,3,104.23,312.69
10101,52,254,3,3,195,product 195,2,2,5.00,10.00
10101,52,254,3,3,48,product 48,5,4,43.03,172.12
10102,61,101,1,3,45,product 45,2,1,25.55,25.55
10103,192,163,1,3,188,product 188,6,3,28.09,84.27
10103,192,163,1,3,10,product 10,5,5,7.59,37.95
10104,283,202,3,3,198,product 198,7,3,.00,.00
10105,241,109,1,3,161,product 161,1,3,78.71,236.13
10105,241,109,1,3,203,product 203,6,2,58.43,116.86
10106,113,184,3,3,56,product 56,1,4,87.67,350.68
10106,113,184,3,3,93,product 93,4,2,62.98,125.96
10106,113,184,3,3,123,product 123,4,5,154.58,772.90
10107,102,152,1,3,198,product 198,7,3,.00,.00
10107,102,152,1,3,214,product 214,5,4,67.91,271.64
10107,102,152,1,3,54,product 54,4,3,74.90,224.70
10107,102,152,1,3,27,product 27,5,3,107.67,323.01
10107,102,152,1,3,113,product 113,3,5,114.39,571.95
10108,82,134,1,3,217,product 217,4,5,16.75,83.75
10108,82,134,1,3,78,product 78,3,1,74.65,74.65
10108,82,134,1,3,14,product 14,3,4,105.68,422.72
10108,82,134,1,3,91,product 91,3,2,56.42,112.84
10109,101,216,2,3,54,product 54,4,5,74.90,374.50
10109,101,216,2,3,97,product 97,3,2,116.33,232.66
10109,101,216,2,3,143,product 143,5,1,12.84,12.84
10110,28,241,1,1,88,product 88,5,3,80.50,241.50
10111,61,164,3,3,167,product 167,1,2,49.08,98.16
10112,220,105,1,3,177,product 177,2,5,93.49,467.45
10112,220,105,1,3,111,product 111,3,1,33.54,33.54
10113,83,18,2,3,182,product 182,1,2,81.93,163.86
10114,336,143,1,3,155,product 155,3,4,19.53,78.12
10114,336,143,1,3,214,product 214,5,1,67.91,67.91
10114,336,143,1,3,38,product 38,5,5,67.67,338.35
10115,48,277,3,3,80,product 80,4,3,113.09,339.27
10115,48,277,3,3,6,product 6,6,3,51.33,153.99
10115,48,277,3,3,210,product 210,3,2,13.77,27.54
10115,48,277,3,3,197,product 197,4,4,63.22,252.88
10115,48,277,3,3,146,product 146,6,2,74.28,148.56
10116,316,125,3,2,87,product 87,5,4,103.11,412.44
10117,303,362,1,3,158,product 158,6,3,70.68,212.04
10117,303,362,1,3,128,product 128,5,4,106.78,427.12
10117,303,362,1,3,38,product 38,5,2,67.67,135.34
10117,303,362,1,3,32,product 32,2,5,46.59,232.95
10117,303,362,1,3,144,product 144,1,5,5.00,25.00
10118,211,144,1,2,36,product 36,3,1,110.55,110.55
10119,100,335,1,3,109,product 109,1,2,66.39,132.78
10119,100,335,1,3,6,product 6,6,2,51.33,102.66
10119,100,335,1,3,175,product 175,3,4,151.47,605.88
10120,158,209,1,1,136,product 136,2,2,14.87,29.74
10121,225,39,3,3,2,product 2,6,1,57.19,57.19
10121,225,39,3,3,35,product 35,5,2,27.60,55.20
10121,225,39,3,3,2,product 2,6,4,57.19,228.76
10121,225,39,3,3,103,product 103,5,1,57.98,57.98
10121,225,39,3,3,94,product 94,4,1,66.13,66.13
10122,350,58,1,3,204,product 204,5,4,102.31,409.24
10123,102,293,2,3,125,product 125,4,2,104.23,208.46
10123,102,293,2,3,119,product 119,4,2,61.00,122.00
10123,102,293,2,3,15,product 15,4,2,67.93,135.86
10124,237,255,3,3,193,product 193,5,2,17.91,35.82
10124,237,255,3,3,187,product 187,4,5,123.63,618.15
10124,237,255,3,3,168,product 168,2,2,74.53,149.06
10124,237,255,3,3,119,product 119,4,2,61.00,122.00
10124,237,255,3,3,86,product 86,4,2,30.34,60.68
10125,300,300,3,3,88,product 88,5,2,80.50,161.00
10126,343,71,1,3,94,product 94,4,3,66.13,198.39
10126,343,71,1,3,136,product 136,2,5,14.87,74.35
10127,126,159,1,2,35,product 35,5,4,27.60,110.40
10128,247,188,2,1,53,product 53,2,3,68.32,204.96
10128,247,188,2,1,189,product 189,3,4,111.36,445.44
10128,247,188,2,1,144,product 144,1,4,5.00,20.00
10128,247,188,2,1,49,product 49,5,2,.00,.00
10129,186,254,2,3,36,product 36,3,4,110.55,442.20
10129,186,254,2,3,157,product 157,3,2,71.75,143.50
10129,186,254,2,3,129,product 129,3,3,16.79,50.37
10129,186,254,2,3,136,product 136,2,4,14.87,59.48
10129,186,254,2,3,42,product 42,5,5,5.00,25.00
10130,250,88,1,3,180,product 180,4,5,65.24,326.20
10130,250,88,1,3,9,product 9,7,1,58.87,58.87
10130,250,88,1,3,35,product 35,5,1,27.60,27.60
10131,123,323,3,3,138,product 138,5,1,35.14,35.14
10131,123,323,3,3,203,product 203,6,5,58.43,292.15
10131,123,323,3,3,193,product 193,5,2,17.91,35.82
10132,251,79,3,1,220,product 220,5,4,76.91,307.64
10132,251,79,3,1,167,product 167,1,2,49.08,98.16
10133,318,87,1,3,198,product 198,7,1,.00,.00
10133,318,87,1,3,37,product 37,3,4,83.31,333.24
10133,318,87,1,3,105,product 105,7,2,5.00,10.00
10134,45,316,1,3,42,product 42,5,3,5.00,15.00
10134,45,316,1,3,180,product 180,4,4,65.24,260.96
10134,45,316,1,3,195,product 195,2,3,5.00,15.00
10134,45,316,1,3,214,product 214,5,2,67.91,135.82
10135,317,13,3,3,149,product 149,3,3,289.68,869.04
10135,317,13,3,3,109,product 109,1,4,66.39,265.56
10135,317,13,3,3,33,product 33,1,3,91.89,275.67
10135,317,13,3,3,53,product 53,2,4,68.32,273.28
10136,91,117,2,3,200,product 200,5,1,56.19,56.19
10136,91,117,2,3,84,product 84,4,2,9.68,19.36
10136,91,117,2,3,108,product 108,1,5,81.78,408.90
10136,91,117,2,3,26,product 26,3,1,101.49,101.49
10137,12,314,2,3,177,product 177,2,1,93.49,93.49
10138,24,344,1,3,156,product 156,5,4,13.91,55.64
10139,183,145,1,1,175,product 175,3,2,151.47,302.94
10139,183,145,1,1,208,product 208,3,3,16.54,49.62
10139,183,145,1,1,189,product 189,3,1,111.36,111.36
10139,183,145,1,1,131,product 131,1,3,69.76,209.28
10139,183,145,1,1,183,product 183,4,4,34.97,139.88
10140,334,252,1,3,142,product 142,6,4,5.00,20.00
10140,334,252,1,3,12,product 12,4,3,8.96,26.88
10140,334,252,1,3,26,product 26,3,5,101.49,507.45
10140,334,252,1,3,70,product 70,4,5,91.29,456.45
10141,61,114,1,3,142,product 142,6,4,5.00,20.00
10142,276,45,2,3,92,product 92,1,2,53.00,106.00
10142,276,45,2,3,117,product 117,1,1,.00,.00
10142,276,45,2,3,136,product 136,2,3,14.87,44.61
10143,29,143,1,3,64,product 64,5,2,158.86,317.72
10143,29,143,1,3,65,product 65,4,2,35.20,70.40
10143,29,143,1,3,24,product 24,1,1,101.38,101.38
10143,29,143,1,3,142,product 142,6,5,5.00,25.00
10143,29,143,1,3,5,product 5,4,5,74.08,370.40
10144,217,287,3,3,57,product 57,7,5,42.94,214.70
10144,217,287,3,3,125,product 125,4,4,104.23,416.92
10144,217,287,3,3,211,product 211,5,3,64.11,192.33
10144,217,287,3,3,144,product 144,1,5,5.00,25.00
10145,216,301,1,2,154,product 154,5,4,.00,.00
10145,216,301,1,2,7,product 7,4,4,81.21,324.84
10145,216,301,1,2,101,product 101,1,4,66.55,266.20
10146,56,316,2,3,129,product 129,3,3,16.79,50.37
10146,56,316,2,3,22,product 22,2,3,69.96,209.88
10146,56,316,2,3,179,product 179,1,2,94.41,188.82
10146,56,316,2,3,112,product 112,1,2,67.72,135.44
10147,309,345,1,3,178,product 178,2,1,103.20,103.20
10147,309,345,1,3,109,product 109,1,1,66.39,66.39
10147,309,345,1,3,24,product 24,1,1,101.38,101.38
10147,309,345,1,3,134,product 134,5,2,73.54,147.08
10148,45,55,3,3,41,product 41,4,5,71.94,359.70
10148,45,55,3,3,113,product 113,3,5,114.39,571.95
10148,45,55,3,3,177,product 177,2,5,93.49,467.45
10149,55,1,3,3,184,product 184,5,1,.00,.00
10149,55,1,3,3,122,product 122,3,3,90.92,272.76
10149,55,1,3,3,16,product 16,2,2,88.27,176.54
10149,55,1,3,3,173,product 173,5,4,115.31,461.24
10149,55,1,3,3,40,product 40,1,5,97.19,485.95
10150,160,178,3,3,66,product 66,4,5,108.45,542.25
10151,130,64,1,3,48,product 48,5,3,43.03,129.09
10152,140,156,1,3,169,product 169,2,2,39.94,79.88
10152,140,156,1,3,170,product 170,4,1,5.00,5.00
10152,140,156,1,3,218,product 218,7,5,110.92,554.60
10153,132,163,1,3,142,product 142,6,4,5.00,20.00
10153,132,163,1,3,185,product 185,5,5,159.01,795.05
10153,132,163,1,3,64,product 64,5,3,158.86,476.58
10153,132,163,1,3,180,product 180,4,4,65.24,260.96
10154,71,46,2,3,187,product 187,4,3,123.63,370.89
10154,71,46,2,3,165,product 165,2,4,80.01,320.04
10154,71,46,2,3,89,product 89,3,3,120.03,360.09
10154,71,46,2,3,160,product 160,5,3,25.51,76.53
10155,217,258,2,3,115,product 115,3,4,69.02,276.08
10155,217,258,2,3,99,product 99,6,4,69.05,276.20
10155,217,258,2,3,99,product 99,6,1,69.05,69.05
10156,32,283,3,3,184,product 184,5,2,.00,.00
10156,32,283,3,3,137,product 137,4,2,62.15,124.30
10156,32,283,3,3,157,product 157,3,4,71.75,287.00
10156,32,283,3,3,111,product 111,3,5,33.54,167.70
10156,32,283,3,3,45,product 45,2,4,25.55,102.20
10157,207,221,3,2,3,product 3,3,2,53.37,106.74
